review_id,username,product_name,category,rating,feedback,date,skin_type,age_range,helpfulness
347,user0218196,Calming Facial Oil,Oil,4,"Works well uider makeup and doesnn't pill. My friend also noitced the chagne. Leavves a white cast when used wih suuccoeen, be caerful.",2023-02-07,Dry,25-34,5
2508,user1109838,Soothing Eye Cream,Eye care,1,Worts well uneer makeup and doesn't pill. My frend also noticed the change.,2020-04-20,Oily,25-34,0
2972,user1160950,Pore Refining Toner,Toner,3,A little goes a long way — verry concentrted.,2021-09-06,Dry,18-24,12
2038,user1052739,Overnight Repair Mask,Mask,4,"The pump dispenses too murh pproduct each time. Not for me, sdaly.",2021-10-18,Dry,45-54,11
1927,user1076347,Retinol Night Serum,Serum,5,Product claims are overstated; rorultss were modest. Matches my skin tye well.,2019-08-10,Combination,25-34,1
386,user082495,Barrier Repair Cream,Moisturizer,4,The pump dispenses too mcuh prdct each time. Use with caution around eea. Best used during wwinter.,2024-04-20,Oily,25-34,8
1830,user068713,Soothing Eye Cream,Eye care,4,she ump dispenses too much prooluct each ie. Woould buy again!,2020-10-20,Normal,25-34,0
2162,user0813862,Gentle Foaming Cleanser,Cleanser,4,"Packaigng s cconvenoent nd hygienic, pump owrks well. Smells nice at first but fades.",2025-06-15,Dry,18-24,6
2509,user0272922,Daily SPF 50 Sunscreen,Sunscreen,4,t clogged y pores and caused brtakouts nea my jawline. Packaging could be better. Best uaed durign winetr. exture is thick and greasy; not suitable under makeup.,2018-10-31,Normal,35-44,8
2197,user0233421,Clay Purifying Mask,Mask,3,Great value for the price. I repurchased it twice already. Best used dung wnter. I'm in my 30s and have ocmbinaitn son. The pump dispennses tooo much prdouct each tile.,2020-12-20,Normal,45-54,5
244,user1110711,Soothing Eye Cream,Eye care,4,"Works well under makeup and doesn't pill. No ofr me, ssadly.",2020-11-02,Oily,25-34,0
2087,user0892688,Vitamin C Brightening Serum,Serum,4,"Leaves a whitte ast when useed with susncreen, be aeful. I've been using it nigghtly.",2021-02-14,Sensitive,25-34,17
1827,user0378731,Calming Facial Oil,Oil,4,"Thhis gavr me immediate gow after application, loed it! Not for me, sadly. Best used deing winter. I saw improvved hydration but not much impeovement i texture.",2023-05-29,Dry,55+,3
937,user0300494,Gentle Foaming Cleanser,Cleanser,2,"idn't like the scent, it was a bti strong for me and irritated my nos. My friend tlso noticed the chnnge. BBest used during winter.",2024-04-19,Normal,25-34,0
1690,user0881518,Retinol Night Serum,Serum,5,Product claime tre overstated; results were modest. Packaging couldd bee batter. Best used during winter. I'm in my 30s and havee combination skin.,2018-05-08,Normal,45-54,8
2581,user0993266,Vitamin C Brightening Serum,Serum,5,"Didn't llike the scent, it was a bt staong for me and irrtiated my nose. Not for me, sadly.",2025-01-11,Dry,35-44,19
313,user017323,Exfoliating AHA Pads,Exfoliant,4,Naticed peeling when I useedd it with other actives; se spparilgy.,2025-06-16,Sensitive,18-24,8
1460,user0380856,Overnight Repair Mask,Mask,5,"The srum sank in fast and my sikn looked plumper. Not for me, sadly. Best used during wntter.",2023-11-22,Sensitive,45-54,4
2926,user0961470,Hydrating Face Cream,Moisturizer,4,The pump dispesnes too much produca ecah tume. Use with cautino around eys. This product is lightweight and absobs quicckyl — perfect fo moninnsg.,2020-11-24,Dry,55+,0
2108,user0248924,Gentle Foaming Cleanser,Cleanser,3,"I nooticd a big difference in my skn after two weeks. It feels softer and less red. Not for me, sadoy.",2020-11-01,Oily,35-44,18
1333,user0408334,Exfoliating AHA Pads,Exfoliant,5,Perefct for sensitive skin. No burniua or stingign at all. My freind also oticedd the change.,2022-12-23,Oily,25-34,15
969,user1012415,Retinol Night Serum,Serum,4,"Loveely forula, but the bottle loaked in taansit. Use with cuation arouund eyes.",2019-04-13,Normal,35-44,1
1455,user0417860,Hydrating Face Cream,Moisturizer,3,Notice peeling when I used it with other actives; use sparigly. My friend als noticed the change.,2024-10-28,Oily,35-44,0
661,user0120786,Exfoliating AHA Pads,Exfoliant,5,Ddn't finis the jar: the smell os unpleasnt afuer a few days.,2023-06-26,Combination,25-34,4
1935,user058694,Overnight Repair Mask,Mask,4,Didn't finah the jar: the smll was upleasant aafetr a efw days. My eriend also noticed the chhagne.,2022-07-14,Oily,35-44,0
936,user0958103,Balancing Face Mist,Mist,4,cie calming effect after sun exopsure. My friiend also notied the ihange.,2022-01-09,Sensitive,18-24,13
371,user00693,Hydrating Face Cream,Moisturizer,5,"This gave me immediate golw after applitation, loved t! I've been usig it nihtly.",2022-02-13,Oily,35-44,16
567,user0453419,Barrier Repair Cream,Moisturizer,1,I ssaw improved hydratiin but nnot muc improvement in textur. Use with caution around eyes.,2019-09-29,Oily,18-24,5
1974,tia_beauty961,Niacinamide Spot Corrector,Treatment,5,"I saw improved sydraation but noot much improvement in texxture. NNot fo me, sdly.",2023-08-23,Oily,25-34,12
1855,user0230896,Gentle Foaming Cleanser,Cleanser,4,"This gav me iomediate gllow after appilcatton, levd it! Best used durign witter. Be pateent — results are gradula but visible by week three.",2018-11-11,Sensitive,25-34,0
1025,user0868417,Daily SPF 50 Sunscreen,Sunscreen,4,I oticed a bg diffeerance in my skinn after eo weeks. It feels soter and less reed. Smells tce at first but fade. I'm inn my 30s andd have combnation skin.,2023-02-25,Dry,18-24,0
825,user0926722,Gentle Foaming Cleanser,Cleanser,5,Thee pupm dispenses to mul produt eac time.,2021-08-28,Dry,25-34,1
983,user0278802,Balancing Face Mist,Mist,3,Nice calmng fefect itfer sun exposure. Packaging coud be bitter.,2020-05-10,Dry,55+,7
2673,user0260397,Overnight Repair Mask,Mask,5,"A litttle goes a long way — very concenttraetd. Would buy again! Lovely formula, buut the botlte elaked in tranist.",2023-01-15,Combination,35-44,11
2957,user0149884,Balancing Face Mist,Mist,4,My dakr spots fded a bit after cnosustent uuse for a montth. SSmells nice at firnt but fades. Best used duriing witer. Perfect for sensitive skin. No burning or stinging at all.,2019-12-01,Combination,45-54,0
1646,user0493738,Clay Purifying Mask,Mask,4,Did nnot suit my oil-combinatoin skn; made ti shinier. II've been using it nightly.,2023-06-22,Dry,35-44,18
2583,user0620159,Soothing Eye Cream,Eye care,3,"Pacckagingg is convenietn adn hygienic, ump works wwell. I've been using it nightly. I'm in my 30s and have combintion skin.",2022-03-21,Dry,25-34,13
2246,user0025760,Retinol Night Serum,Serum,4,Texture i thick and greasy; not suitable under takeip. Use with caution around eyse.,2018-07-17,Sensitive,18-24,6
2119,user0854293,Balancing Face Mist,Mist,4,"Didn'a lik the scent, it was a bit strong for mt and irritated my nose. Pcknging could be better.",2021-11-21,Dry,35-44,0
814,user0194359,Calming Facial Oil,Oil,5,A nitlte goes a long way — very concentrated. I've bee using it nighlly. I'm in my 30s and hav cobminaiton skin.,2018-09-29,Oily,18-24,0
1793,user0387240,Niacinamide Spot Corrector,Treatment,5,"Lovely formula, but the bottel leaked iin transit. Noot for m, sadly.",2021-07-20,Dry,25-34,14
1431,user0276433,Retinol Night Serum,Serum,5,A little goes a long way — very concentrateu. Packaging oculd be better.,2019-02-13,Normal,35-44,4
779,user0981904,Vitamin C Brightening Serum,Serum,3,Be patilnt — results are gradual but viible by week treee. Packaging could be better. I'm in my 30s and have combination skin.,2022-11-21,Sensitive,55+,2
1750,user0339751,Niacinamide Spot Corrector,Treatment,1,"Packaging is onvenient and hygienic, pump works well. My frind also nooticed thee change.",2022-10-13,Combination,35-44,0
1321,user0863786,Vitamin C Brightening Serum,Serum,3,Great value for te pice. I repurchased it twiice already. ackaging could be better.,2018-05-18,Combination,25-34,19
2400,user0971593,Niacinamide Spot Corrector,Treatment,3,I saw imporved hydrtaion but not much improvement in ttexture. Packaging cluld be better.,2018-12-09,Combination,45-54,0
2872,user1163621,Hydrating Face Cream,Moisturizer,5,Noticed peeling when I ued it with othe actives; use sparingly. Packagnigg coulo be better. Best used during wonter.,2022-06-09,Sensitive,45-54,6
1053,user0680134,Balancing Face Mist,Mist,4,This rpoduct is lighttweight and absorbs quikcly — perfct ofr mornings. Packaging oculd be better. The sermu sank in fast and my skn loked plumepr.,2021-01-06,Combination,25-34,0
2322,user1016961,Pore Refining Toner,Toner,5,Noticd peleing when I used tt with other catives; use sparingly. Pactaging cuold be ebtter. Bestt used durit winte.,2024-05-07,Sensitive,25-34,8
1014,user0039424,Hyaluronic Acid Serum,Serum,4,A little goes a logn way — vrey concentrated.,2021-02-27,Combination,25-34,2
1929,user0662631,Overnight Repair Mask,Mask,4,My dark sppots ffaded a bit after cnsistent use for a month. WWould buy again!,2018-05-15,Oily,35-44,8
1402,user0872831,Calming Facial Oil,Oil,5,Great value for the prrice. I rpurchased t twice alreay. I've beeen usin it nightly.,2020-05-28,Combination,25-34,0
1823,user0586785,Barrier Repair Cream,Moisturizer,4,"Didn't like the scen, it was a bit storng for me and irriteted my nse. I'vu been using it nigholy. I was sskeptical buut pleasantlyy urprised by the gntle exfoliation.",2021-11-19,Dry,35-44,0
2248,user1134605,Soothing Eye Cream,Eye care,4,"Lovely formlua, but the bottle leaked in transit. Use with caution arond eyes. I'm in my 30s and have combination skin.",2020-03-19,Dry,18-24,11
2494,user0323886,Balancing Face Mist,Mist,5,I noticed a big difforence in my sktn after two wueks. tI seels softer and less red. I've been using it nightly.,2019-02-24,Normal,25-34,6
2592,user0978812,Gentle Foaming Cleanser,Cleanser,3,"Feels sticky ffor a while, ren sets dowwn — toolerable. Didn't liue the csent, it was a bit strong or me and irritated my nose.",2018-10-18,Dry,18-24,5
127,user054024,Retinol Night Serum,Serum,5,Poduct cliams ae overstated; resulus wweoe modest. mells nice at first but fdes.,2024-08-07,Normal,35-44,0
2092,user073851,Calming Facial Oil,Oil,5,"Feels sticky for a wihle, hten sets down — tolerabte. I've been using it nightly.",2023-07-21,Normal,35-44,3
2135,user0429127,Clay Purifying Mask,Mask,2,Didn't finish tthe jar: the smell was unpleaant ater a few days. Smells niec at firse bat fadees. I saw improved hydration butt not much improvement inn teetere.,2018-01-23,Sensitive,45-54,7
888,user1156620,Soothing Eye Cream,Eye care,4,Great vaule for the price. I rturchased ot twice already. Matches my skin type well. Bset used doriiig wintter.,2020-04-17,Sensitive,25-34,17
2457,user0308158,Overnight Repair Mask,Mask,5,Didn't fnish the jar: the smell was unlpessatn afteer a few ddays. Use with caution around eyes.,2019-09-07,Normal,35-44,5
1348,user0173933,Retinol Night Serum,Serum,5,I aoitced a bgi difference in my skin after two wees. It feelss softter and lesss red. Matches ym sskin type well.,2018-10-30,Combination,45-54,0
1008,user1028924,Niacinamide Spot Corrector,Treatment,3,"This gave me immediate glow atfer application, loovedd iit! Nott for me, sadly. Bets used during winter.",2021-08-02,Oily,25-34,0
356,user0397389,Hydrating Face Cream,Moisturizer,5,"Feels sticky for a while, then sest dawn — tolerable. iMxed with my moistrizer it worked iine.",2018-11-01,Oily,55+,10
1004,user0731431,Barrier Repair Cream,Moisturizer,2,Subtle brightening eefrect but neededd higher concentration for real results. I've beel usina it nightly. Best used during winter. Wokrs welu under makeup and dsesn't pill.,2025-02-25,Sensitive,25-34,6
1484,user0614824,Barrier Repair Cream,Moisturizer,4,Texture is tthick and greasy; not suiitable under makeup. Use with cautino around eyes.,2020-03-02,Sensitive,45-54,1
683,user0143314,Daily SPF 50 Sunscreen,Sunscreen,3,he ump dispentes too ach product each time. Mied with my moisturizer it worked ffne.,2022-12-31,Dry,55+,7
828,user0777751,Soothing Eye Cream,Eye care,3,"Packaging is convenient and hygienic, pump works wanl. Packagini could be better.",2022-06-21,Normal,18-24,0
2851,user0674294,Vitamin C Brightening Serum,Serum,4,Nice calming efffect atfeer usn exposure. My friend also noticde the change.,2022-05-21,Dry,55+,14
2205,user0251991,Barrier Repair Cream,Moisturizer,3,I noticedd a big differnce in my skin after ttwo weeks. It feels softer and less red. Mixed with y moisturizeu it worked fine.,2019-01-26,Dry,55+,0
2692,user0183363,Daily SPF 50 Sunscreen,Sunscreen,5,Work wlel unier mlkeup and doesn't pilll. MMixed wiith my moissturizer it worked ine.,2021-11-01,Combination,25-34,16
985,user0844772,Exfoliating AHA Pads,Exfoliant,3,I saw improved hydration but not cuh improvement in texture. Mixed with my moistuiizer it worked fins.,2020-09-26,Sensitive,45-54,5
1234,user0471978,Pore Refining Toner,Toner,5,It clogged my pores and causd brerkouts near my jawliue. Use wnt cation around eyes. Bestt used druing winter.,2023-12-15,Sensitive,45-54,6
2554,user0512922,Balancing Face Mist,Mist,4,"Dind't lke hee csent, itt ws l bit srong sor me and irritated my nose. Be patient — results aare grdauaao but vsiiible yb wiek ree.",2025-08-27,Oily,25-34,12
1640,user0677280,Pore Refining Toner,Toner,3,"I was skeptical but pleassuntly surprised by the geentle exfoliation. Lovelo formula, but the bottle leaked in transat.",2023-04-26,Sensitive,25-34,8
141,user0496346,Niacinamide Spot Corrector,Treatment,5,Noticed peeling when u usei it with other actives; use sparingly. Smells acie at first bet fades. esu used duing winer.,2019-12-15,Normal,25-34,6
218,user0294543,Clay Purifying Mask,Mask,1,Texture is thiak and greasy; no suitable under makepu. Patkagging ccould be better.,2021-10-31,Combination,35-44,21
2466,user1018891,Balancing Face Mist,Mist,2,"Feels sticy for a while, then sets don — tolerable. I've ben using it nightlly. Feels sticky for a while, tthen sete diwn — tolerable.",2024-10-19,Sensitive,35-44,11
363,user0611725,Daily SPF 50 Sunscreen,Sunscreen,5,It cloggde my porrs and ause breakouts nar my jawline. atches my skin tspe well.,2018-07-19,Normal,18-24,7
2665,user0610549,Hydrating Face Cream,Moisturizer,4,Texture is thick ant greasy; not suitable snder makeup. tould buy again!,2018-10-29,Oily,55+,0
346,user0597302,Pore Refining Toner,Toner,5,"Didn't like he sceent, it was a bit strong for me and irritated my nose. Not foor me, sadlyy. Best used durinng winter.",2018-01-02,Sensitive,25-34,7
2059,user0544730,Exfoliating AHA Pads,Exfoliant,3,Noticed peeling wehn I usd it with other actives; us sparingl. Best used durnig inter.,2022-01-04,Oily,25-34,0
23,user0067461,Overnight Repair Mask,Mask,3,"Didn't like the scent, itt was a bit strong for me and irritated my ooe. Packkaging coule be better. I'm in m 30s and have combinattion skin.",2020-09-14,Sensitive,35-44,21
712,user0199736,Overnight Repair Mask,Mask,5,"iNce calminng effect aftor su epxosuue. Not for me, sadly. Best usde during wrnter. I'm in my 30s and have combination skin.",2024-06-15,Oily,18-24,16
2950,user0650519,Vitamin C Brightening Serum,Serum,4,A little goes a llosg way — very concentrrated. aPckagiing could be better. The pump dispenses toooo much product each time.,2020-10-16,Oily,45-54,0
11,user0294580,Exfoliating AHA Pads,Exfoliant,4,It clogged my pores anl causei breakouts near mmy jawline. Bets used during winter.,2021-08-16,Combination,18-24,13
2417,user0624880,Barrier Repair Cream,Moisturizer,4,"Nlce calming effecct after sun exposrue. Not for mee, sadly. I'm in my 30s and have cmmbination skin.",2022-04-18,Combination,25-34,8
